task_id,architecture,learning_rate,optimizer,batch_size,weight_decay,momentum,dropout_rate,alpha,label_smoothing,grad_clip,test_accuracy,train_accuracy,test_loss,training_time_sec,epochs,is_synthetic
EuroSAT,EfficientNetB0,0.00742740007688773,Adam,80,0.00012725824368896475,,0.18670867936614555,0.9280760548901135,,,0.718,0.7400000000000001,0.8328956428449601,342.6530785560608,3,Synthetic
EuroSAT,EfficientNetB0,0.001107863808637549,Adam,64,0.00010705187397190394,,0.20933926020328655,1.0,0.11607314728352329,1.0285953386897537,0.6948000000000001,0.70772,0.8921602657064795,337.3603301048279,3,Synthetic
EuroSAT,EfficientNetB0,0.0013841929423244847,Adam,40,0.00011473330176724383,,0.2542791904919933,0.967293115691144,0.08728549107071373,0.9021866667110409,0.6948000000000001,0.70772,0.8921602657064797,337.3603301048279,3,Synthetic
EuroSAT,EfficientNetB0,0.0006863649344464333,Adam,48,8.798815668451253e-05,,0.15783298942464075,1.0,0.11353415760679972,0.863836572977962,0.6948,0.7077199999999999,0.8921602657064795,337.3603301048279,3,Synthetic
EuroSAT,EfficientNetB0,0.0016900230657091446,Adam,72,0.0001427537488768551,,0.1802649633844359,1.0,0.08362099149407032,1.1335371251254762,0.6948000000000001,0.7077200000000001,0.8921602657064797,337.3603301048279,3,Synthetic
EuroSAT,EfficientNetB0,0.0010611479622016065,Adam,72,6.662868522088872e-05,,0.17314790473170188,1.0,0.085774779936637,1.0694809438148685,0.6948,0.70772,0.8921602657064794,337.3603301048279,3,Synthetic
EuroSAT,MobileNetV2,0.006236333521516456,Adam,72,6.53313958185768e-05,,,1.0,,,0.8376000000000001,0.8591489361702128,0.665441569685936,294.6209270954132,3,Synthetic
EuroSAT,MobileNetV2,0.012412082237682556,Adam,48,0.00012226563826622176,,,1.0,,,0.8376,0.8591489361702127,0.6654415696859359,294.6209270954132,3,Synthetic
EuroSAT,MobileNetV2,0.008301827897426952,Adam,40,5.076993186225958e-05,,,1.0,,,0.8376,0.8591489361702128,0.665441569685936,294.6209270954132,3,Synthetic
EuroSAT,MobileNetV2,0.005824780828713393,Adam,64,9.130261195850186e-05,,,1.0,,,0.8376,0.8591489361702128,0.6654415696859359,294.6209270954132,3,Synthetic
EuroSAT,MobileNetV2,0.009009344201231399,Adam,56,0.000128760021324071,,,1.0,,,0.8375999999999999,0.8591489361702127,0.6654415696859359,294.6209270954132,3,Synthetic
EuroSAT,MobileNetV2,0.0011153815002820807,Adam,64,5.883890960118443e-05,,0.11135183019980474,1.0,0.08474975307135255,0.9633879289488698,0.7076,0.7516172549019609,1.1694553406909107,286.79719138145447,3,Synthetic
EuroSAT,MobileNetV2,0.0009865155841978692,Adam,56,0.00011222236820252515,,0.12147050172746776,1.0,0.08031671209852892,1.0933104985459072,0.7076,0.7516172549019607,1.1694553406909107,286.79719138145447,3,Synthetic
EuroSAT,MobileNetV2,0.0015824866004525654,Adam,64,0.00014576306712048154,,0.13018405668551147,1.0,0.10373962893462593,1.156763271112713,0.7076000000000001,0.7516172549019607,1.169455340690911,286.79719138145447,3,Synthetic
EuroSAT,MobileNetV2,0.0010513158653901078,Adam,64,8.857033737024238e-05,,0.12345120038248163,0.8772357001086998,0.12298551587017174,1.0749796185610556,0.7076000000000001,0.7516172549019609,1.1694553406909107,286.79719138145447,3,Synthetic
EuroSAT,MobileNetV2,0.0006167428412871592,Adam,64,4.841684189716636e-05,,0.10938262025246553,1.0,0.0911146606652192,1.0185321543933374,0.7076,0.7516172549019607,1.1694553406909107,286.79719138145447,3,Synthetic
